orderID,customerName,costTotal,employeeID,orderDateTime
137,Customer_137,29.81,8,2025-01-01 16:01:00
138,Customer_138,12.8,4,2025-01-01 16:19:00
139,Customer_139,25.29,3,2025-01-01 19:59:00
140,Customer_140,11.54,4,2025-01-01 15:52:00
141,Customer_141,6.13,1,2025-01-01 11:43:00
142,Customer_142,7.23,3,2025-01-01 18:07:00
143,Customer_143,6.64,7,2025-01-01 18:26:00
144,Customer_144,18.86,5,2025-01-01 14:09:00
145,Customer_145,7.14,3,2025-01-01 21:32:00
146,Customer_146,36.0,4,2025-01-01 13:04:00
147,Customer_147,5.68,7,2025-01-01 14:09:00
148,Customer_148,20.18,1,2025-01-01 17:18:00
149,Customer_149,22.91,1,2025-01-01 19:04:00
150,Customer_150,7.22,6,2025-01-01 13:09:00
151,Customer_151,23.32,1,2025-01-01 14:14:00
152,Customer_152,24.94,4,2025-01-01 17:46:00
153,Customer_153,22.87,4,2025-01-01 10:49:00
154,Customer_154,32.04,8,2025-01-01 11:34:00
155,Customer_155,24.3,5,2025-01-01 21:57:00
156,Customer_156,29.97,7,2025-01-01 20:02:00
157,Customer_157,29.46,5,2025-01-01 12:06:00
158,Customer_158,33.11,2,2025-01-01 16:28:00
159,Customer_159,25.16,3,2025-01-01 10:24:00
160,Customer_160,25.98,8,2025-01-01 18:52:00
161,Customer_161,12.89,4,2025-01-01 17:50:00
162,Customer_162,12.26,7,2025-01-01 10:01:00
163,Customer_163,27.92,5,2025-01-01 15:41:00
164,Customer_164,26.58,8,2025-01-01 16:06:00
165,Customer_165,12.3,6,2025-01-01 15:19:00
166,Customer_166,15.44,6,2025-01-01 13:16:00
167,Customer_167,19.52,1,2025-01-01 15:09:00
168,Customer_168,9.98,4,2025-01-01 17:43:00
169,Customer_169,11.5,2,2025-01-01 10:08:00
170,Customer_170,10.38,2,2025-01-01 16:06:00
171,Customer_171,11.74,8,2025-01-02 12:19:00
172,Customer_172,15.19,3,2025-01-02 20:04:00
173,Customer_173,29.26,3,2025-01-02 12:45:00
174,Customer_174,20.1,2,2025-01-02 16:31:00
175,Customer_175,27.72,7,2025-01-02 21:05:00
176,Customer_176,10.54,4,2025-01-02 11:17:00
177,Customer_177,28.03,4,2025-01-02 19:50:00
178,Customer_178,10.84,4,2025-01-02 17:42:00
179,Customer_179,20.0,6,2025-01-02 17:22:00
180,Customer_180,5.68,1,2025-01-02 17:07:00
181,Customer_181,36.32,5,2025-01-02 15:52:00
182,Customer_182,32.35,1,2025-01-02 16:33:00
183,Customer_183,29.91,5,2025-01-02 11:55:00
184,Customer_184,9.58,4,2025-01-02 12:43:00
185,Customer_185,25.35,6,2025-01-02 21:28:00
186,Customer_186,20.88,2,2025-01-02 19:10:00
187,Customer_187,22.7,7,2025-01-02 20:21:00
188,Customer_188,25.3,3,2025-01-02 15:00:00
189,Customer_189,28.11,3,2025-01-02 20:02:00
190,Customer_190,11.55,4,2025-01-02 12:56:00
191,Customer_191,33.68,3,2025-01-02 18:48:00
192,Customer_192,13.37,7,2025-01-02 21:33:00
193,Customer_193,19.34,4,2025-01-02 18:55:00
194,Customer_194,10.2,2,2025-01-02 14:09:00
195,Customer_195,19.48,3,2025-01-02 19:44:00
196,Customer_196,5.1,8,2025-01-02 13:50:00
197,Customer_197,6.72,6,2025-01-02 10:00:00
198,Customer_198,5.1,6,2025-01-02 21:25:00
199,Customer_199,23.74,3,2025-01-02 10:03:00
200,Customer_200,31.47,7,2025-01-02 19:24:00
201,Customer_201,25.63,2,2025-01-02 19:43:00
202,Customer_202,6.4,7,2025-01-02 13:22:00
203,Customer_203,10.48,4,2025-01-02 20:27:00
204,Customer_204,24.4,2,2025-01-02 12:01:00
205,Customer_205,28.27,2,2025-01-02 18:39:00
206,Customer_206,24.76,2,2025-01-02 16:45:00
207,Customer_207,15.36,2,2025-01-02 20:37:00
208,Customer_208,25.82,8,2025-01-02 15:51:00
209,Customer_209,25.08,4,2025-01-02 10:34:00
210,Customer_210,27.58,2,2025-01-02 17:18:00
211,Customer_211,22.27,6,2025-01-02 12:06:00
212,Customer_212,15.76,1,2025-01-02 18:28:00
213,Customer_213,26.34,1,2025-01-02 18:19:00
214,Customer_214,13.36,7,2025-01-02 17:10:00
215,Customer_215,13.66,8,2025-01-02 18:39:00
216,Customer_216,9.71,8,2025-01-02 16:51:00
217,Customer_217,17.02,4,2025-01-02 10:05:00
218,Customer_218,7.22,4,2025-01-02 18:39:00
219,Customer_219,20.08,1,2025-01-02 20:23:00
220,Customer_220,10.2,4,2025-01-02 21:10:00
221,Customer_221,10.2,8,2025-01-02 13:02:00
222,Customer_222,4.79,2,2025-01-02 18:12:00
223,Customer_223,20.85,2,2025-01-02 13:30:00
224,Customer_224,17.59,1,2025-01-02 11:23:00
225,Customer_225,5.68,8,2025-01-02 17:57:00
226,Customer_226,34.1,3,2025-01-02 10:03:00
227,Customer_227,24.51,6,2025-01-02 19:49:00
228,Customer_228,27.49,8,2025-01-02 21:27:00
229,Customer_229,10.3,7,2025-01-02 12:35:00
230,Customer_230,16.8,7,2025-01-02 20:27:00
231,Customer_231,19.65,3,2025-01-02 20:21:00
232,Customer_232,7.23,1,2025-01-02 16:31:00
233,Customer_233,36.12,5,2025-01-02 21:44:00
234,Customer_234,18.98,6,2025-01-02 12:00:00
235,Customer_235,14.46,4,2025-01-02 17:24:00
236,Customer_236,37.12,8,2025-01-02 15:42:00
237,Customer_237,26.06,2,2025-01-02 14:32:00
238,Customer_238,10.29,2,2025-01-02 14:23:00
239,Customer_239,11.64,1,2025-01-02 19:37:00
240,Customer_240,13.46,5,2025-01-02 15:17:00
241,Customer_241,23.64,1,2025-01-02 13:23:00
242,Customer_242,34.07,7,2025-01-02 13:01:00
243,Customer_243,28.38,6,2025-01-02 18:26:00
244,Customer_244,20.58,6,2025-01-02 15:46:00
245,Customer_245,31.69,3,2025-01-02 20:14:00
246,Customer_246,11.96,6,2025-01-02 14:35:00
247,Customer_247,14.44,1,2025-01-02 12:59:00
248,Customer_248,19.11,3,2025-01-02 20:49:00
249,Customer_249,6.15,6,2025-01-02 11:01:00
250,Customer_250,12.47,1,2025-01-02 18:30:00
251,Customer_251,23.53,2,2025-01-02 17:16:00
252,Customer_252,25.28,8,2025-01-02 17:27:00
253,Customer_253,6.73,2,2025-01-02 12:04:00
254,Customer_254,26.95,4,2025-01-02 12:55:00
255,Customer_255,17.7,7,2025-01-02 11:25:00
256,Customer_256,13.04,5,2025-01-02 13:42:00
257,Customer_257,29.74,4,2025-01-02 12:24:00
258,Customer_258,17.55,8,2025-01-02 18:07:00
259,Customer_259,5.15,7,2025-01-02 12:32:00
260,Customer_260,18.76,4,2025-01-02 14:06:00
261,Customer_261,18.09,4,2025-01-02 16:27:00
262,Customer_262,30.81,5,2025-01-02 13:00:00
263,Customer_263,12.8,2,2025-01-02 20:20:00
264,Customer_264,20.94,6,2025-01-02 18:44:00
265,Customer_265,31.09,3,2025-01-02 21:28:00
266,Customer_266,25.0,1,2025-01-02 21:22:00
267,Customer_267,21.92,7,2025-01-02 14:08:00
268,Customer_268,14.28,1,2025-01-02 21:59:00
269,Customer_269,16.63,1,2025-01-02 21:18:00
270,Customer_270,14.68,6,2025-01-02 12:09:00
271,Customer_271,10.84,1,2025-01-02 14:34:00
272,Customer_272,6.13,2,2025-01-02 11:05:00
273,Customer_273,6.15,8,2025-01-02 17:25:00
274,Customer_274,11.36,4,2025-01-02 17:59:00
275,Customer_275,9.58,8,2025-01-02 21:01:00
276,Customer_276,22.81,7,2025-01-02 11:32:00
277,Customer_277,21.16,7,2025-01-02 18:12:00
278,Customer_278,13.44,3,2025-01-02 15:58:00
279,Customer_279,20.6,5,2025-01-02 13:55:00
280,Customer_280,17.8,4,2025-01-02 18:06:00
281,Customer_281,22.22,5,2025-01-02 11:07:00
282,Customer_282,17.29,5,2025-01-02 17:17:00
283,Customer_283,5.75,8,2025-01-02 14:23:00
284,Customer_284,19.23,2,2025-01-02 17:02:00
285,Customer_285,10.84,7,2025-01-02 19:49:00
286,Customer_286,23.19,2,2025-01-02 11:41:00
287,Customer_287,30.59,1,2025-01-02 17:00:00
288,Customer_288,33.54,2,2025-01-02 12:36:00
289,Customer_289,14.46,2,2025-01-02 19:53:00
290,Customer_290,25.02,1,2025-01-02 20:21:00
291,Customer_291,16.72,5,2025-01-02 21:10:00
292,Customer_292,16.41,1,2025-01-02 19:39:00
293,Customer_293,5.1,2,2025-01-02 11:30:00
294,Customer_294,17.96,8,2025-01-02 10:08:00
295,Customer_295,19.96,7,2025-01-02 17:24:00
296,Customer_296,20.21,2,2025-01-02 16:08:00
297,Customer_297,14.99,1,2025-01-02 16:59:00
298,Customer_298,10.2,1,2025-01-02 20:40:00
299,Customer_299,17.42,8,2025-01-02 13:41:00
300,Customer_300,23.04,8,2025-01-02 15:34:00
301,Customer_301,5.24,7,2025-01-02 11:53:00
302,Customer_302,9.58,1,2025-01-02 20:58:00
303,Customer_303,36.3,5,2025-01-02 21:16:00
304,Customer_304,22.42,3,2025-01-02 10:10:00
305,Customer_305,6.83,3,2025-01-02 11:26:00
306,Customer_306,6.83,5,2025-01-02 16:03:00
307,Customer_307,24.66,2,2025-01-02 10:22:00
308,Customer_308,7.23,3,2025-01-02 19:31:00
309,Customer_309,31.99,7,2025-01-02 15:54:00
310,Customer_310,22.78,1,2025-01-02 12:30:00
311,Customer_311,13.66,3,2025-01-02 16:49:00
312,Customer_312,31.28,8,2025-01-02 18:17:00
313,Customer_313,6.13,3,2025-01-02 14:23:00
314,Customer_314,5.15,4,2025-01-02 15:05:00
315,Customer_315,10.84,2,2025-01-02 19:42:00
316,Customer_316,9.58,4,2025-01-02 21:30:00
317,Customer_317,5.1,5,2025-01-02 10:51:00
318,Customer_318,19.21,7,2025-01-02 11:54:00
319,Customer_319,13.66,8,2025-01-02 11:25:00
320,Customer_320,15.88,7,2025-01-02 12:07:00
321,Customer_321,23.24,2,2025-01-02 17:47:00
322,Customer_322,35.58,1,2025-01-02 21:12:00
323,Customer_323,14.36,2,2025-01-02 12:51:00
324,Customer_324,6.13,4,2025-01-02 10:10:00
325,Customer_325,16.52,3,2025-01-02 10:17:00
326,Customer_326,20.37,8,2025-01-02 20:09:00
327,Customer_327,20.21,2,2025-01-02 20:50:00
328,Customer_328,11.24,4,2025-01-02 19:53:00
329,Customer_329,14.46,4,2025-01-02 18:58:00
330,Customer_330,17.48,5,2025-01-02 18:18:00
331,Customer_331,21.67,2,2025-01-02 13:15:00
332,Customer_332,19.07,4,2025-01-02 12:31:00
333,Customer_333,27.28,3,2025-01-02 11:00:00
334,Customer_334,10.2,1,2025-01-02 14:05:00
335,Customer_335,11.5,4,2025-01-02 14:23:00
336,Customer_336,16.34,1,2025-01-02 11:58:00
337,Customer_337,22.56,7,2025-01-02 20:24:00
338,Customer_338,10.48,1,2025-01-02 16:59:00
339,Customer_339,9.04,6,2025-01-02 16:32:00
340,Customer_340,12.41,8,2025-01-03 11:46:00
341,Customer_341,12.3,1,2025-01-03 18:49:00
342,Customer_342,7.22,5,2025-01-03 21:36:00
343,Customer_343,24.94,6,2025-01-03 18:24:00
344,Customer_344,23.58,6,2025-01-03 21:16:00
345,Customer_345,10.48,5,2025-01-03 14:26:00
346,Customer_346,18.99,8,2025-01-03 14:34:00
347,Customer_347,22.61,4,2025-01-03 20:31:00
348,Customer_348,21.88,8,2025-01-03 10:36:00
349,Customer_349,24.76,7,2025-01-03 16:05:00
350,Customer_350,9.58,6,2025-01-03 12:42:00
351,Customer_351,19.01,7,2025-01-03 21:47:00
352,Customer_352,19.43,2,2025-01-03 11:36:00
353,Customer_353,14.44,1,2025-01-03 15:18:00
354,Customer_354,9.58,6,2025-01-03 20:22:00
355,Customer_355,7.23,1,2025-01-03 10:49:00
356,Customer_356,12.98,7,2025-01-03 11:06:00
357,Customer_357,10.38,5,2025-01-03 18:54:00
358,Customer_358,13.28,6,2025-01-03 18:28:00
359,Customer_359,6.4,8,2025-01-03 21:22:00
360,Customer_360,24.8,6,2025-01-03 16:51:00
361,Customer_361,18.57,6,2025-01-03 16:50:00
362,Customer_362,21.42,3,2025-01-03 18:42:00
363,Customer_363,5.77,7,2025-01-03 16:16:00
364,Customer_364,16.61,3,2025-01-03 12:44:00
365,Customer_365,20.59,7,2025-01-03 16:31:00
366,Customer_366,15.35,5,2025-01-03 20:03:00
367,Customer_367,12.8,4,2025-01-03 18:27:00
368,Customer_368,16.07,3,2025-01-03 18:07:00
369,Customer_369,12.3,4,2025-01-03 17:49:00
370,Customer_370,11.43,4,2025-01-03 13:52:00
371,Customer_371,5.24,1,2025-01-03 20:26:00
372,Customer_372,11.36,2,2025-01-03 19:09:00
373,Customer_373,22.78,1,2025-01-03 20:43:00
374,Customer_374,10.2,4,2025-01-03 14:16:00
375,Customer_375,6.72,3,2025-01-03 16:22:00
376,Customer_376,20.6,2,2025-01-03 18:17:00
377,Customer_377,10.48,6,2025-01-03 21:50:00
378,Customer_378,12.8,7,2025-01-03 12:06:00
379,Customer_379,18.08,2,2025-01-03 10:59:00
380,Customer_380,22.33,4,2025-01-03 16:51:00
381,Customer_381,28.09,7,2025-01-03 16:06:00
382,Customer_382,31.14,7,2025-01-03 19:27:00
383,Customer_383,11.5,1,2025-01-03 12:36:00
384,Customer_384,22.75,1,2025-01-03 20:45:00
385,Customer_385,5.68,4,2025-01-03 11:27:00
386,Customer_386,35.68,2,2025-01-03 17:25:00
387,Customer_387,11.5,4,2025-01-03 15:40:00
388,Customer_388,17.61,8,2025-01-03 20:20:00
389,Customer_389,5.68,6,2025-01-03 15:39:00
390,Customer_390,25.72,6,2025-01-03 17:36:00
391,Customer_391,14.44,3,2025-01-03 17:02:00
392,Customer_392,32.42,6,2025-01-03 11:00:00
393,Customer_393,31.45,3,2025-01-03 14:05:00
394,Customer_394,22.82,2,2025-01-03 12:53:00
395,Customer_395,19.88,8,2025-01-03 14:21:00
396,Customer_396,13.0,3,2025-01-03 14:14:00
397,Customer_397,6.83,5,2025-01-03 10:03:00
398,Customer_398,26.69,2,2025-01-03 17:12:00
399,Customer_399,29.31,7,2025-01-03 18:30:00
400,Customer_400,6.64,1,2025-01-03 19:00:00
401,Customer_401,20.42,4,2025-01-03 10:21:00
402,Customer_402,5.15,1,2025-01-03 13:52:00
403,Customer_403,11.88,6,2025-01-03 14:13:00
404,Customer_404,12.26,7,2025-01-03 15:30:00
405,Customer_405,18.04,3,2025-01-03 12:28:00
406,Customer_406,6.15,4,2025-01-03 20:06:00
407,Customer_407,18.97,4,2025-01-03 18:40:00
408,Customer_408,37.08,7,2025-01-03 11:41:00
409,Customer_409,33.68,1,2025-01-03 14:32:00
410,Customer_410,18.54,3,2025-01-03 17:18:00
411,Customer_411,12.8,3,2025-01-03 13:31:00
412,Customer_412,34.46,5,2025-01-03 16:53:00
413,Customer_413,13.35,7,2025-01-03 20:32:00
414,Customer_414,13.44,5,2025-01-03 18:02:00
415,Customer_415,26.68,8,2025-01-03 18:48:00
416,Customer_416,33.96,5,2025-01-03 20:16:00
417,Customer_417,5.68,8,2025-01-03 12:05:00
418,Customer_418,7.23,2,2025-01-03 14:40:00
419,Customer_419,5.24,4,2025-01-03 12:27:00
420,Customer_420,4.79,6,2025-01-03 11:38:00
421,Customer_421,21.0,6,2025-01-03 13:50:00
422,Customer_422,24.36,3,2025-01-03 18:51:00
423,Customer_423,30.26,3,2025-01-03 19:41:00
424,Customer_424,16.69,4,2025-01-03 12:33:00
425,Customer_425,7.23,5,2025-01-03 13:36:00
426,Customer_426,28.28,5,2025-01-03 14:32:00
427,Customer_427,16.81,2,2025-01-03 19:34:00
428,Customer_428,36.78,1,2025-01-03 11:59:00
429,Customer_429,4.52,7,2025-01-03 16:58:00
430,Customer_430,10.2,5,2025-01-03 14:44:00
431,Customer_431,30.3,5,2025-01-03 12:36:00
432,Customer_432,14.46,4,2025-01-03 15:31:00
433,Customer_433,28.68,1,2025-01-03 16:01:00
434,Customer_434,22.8,5,2025-01-03 10:56:00
435,Customer_435,5.19,5,2025-01-03 18:54:00
436,Customer_436,20.05,5,2025-01-03 11:04:00
437,Customer_437,20.42,3,2025-01-03 11:24:00
438,Customer_438,22.03,6,2025-01-03 17:49:00
439,Customer_439,10.2,8,2025-01-03 21:06:00
440,Customer_440,11.35,1,2025-01-03 11:09:00
441,Customer_441,14.46,1,2025-01-03 11:24:00
442,Customer_442,6.64,4,2025-01-03 16:42:00
443,Customer_443,13.66,2,2025-01-03 10:15:00
444,Customer_444,24.28,3,2025-01-03 20:20:00
445,Customer_445,22.48,6,2025-01-03 13:04:00
446,Customer_446,16.93,2,2025-01-03 11:06:00
447,Customer_447,5.19,8,2025-01-03 14:13:00
448,Customer_448,19.7,1,2025-01-03 16:05:00
449,Customer_449,19.59,6,2025-01-03 16:32:00
450,Customer_450,6.4,5,2025-01-03 15:53:00
451,Customer_451,16.9,1,2025-01-03 20:28:00
452,Customer_452,23.92,3,2025-01-03 19:23:00
453,Customer_453,5.77,8,2025-01-03 15:02:00
454,Customer_454,10.65,1,2025-01-03 20:10:00
455,Customer_455,9.62,2,2025-01-03 14:15:00
456,Customer_456,22.6,3,2025-01-03 16:06:00
457,Customer_457,6.83,1,2025-01-03 17:35:00
458,Customer_458,12.79,5,2025-01-03 17:31:00
459,Customer_459,5.24,4,2025-01-03 10:20:00
460,Customer_460,23.84,3,2025-01-03 12:44:00
461,Customer_461,28.1,5,2025-01-03 11:44:00
462,Customer_462,29.44,1,2025-01-03 21:44:00
463,Customer_463,5.77,4,2025-01-03 20:59:00
464,Customer_464,17.56,4,2025-01-03 14:24:00
465,Customer_465,16.61,7,2025-01-03 21:52:00
466,Customer_466,17.09,2,2025-01-03 21:42:00
467,Customer_467,7.23,3,2025-01-03 11:59:00
468,Customer_468,24.25,6,2025-01-03 19:49:00
469,Customer_469,16.55,4,2025-01-03 12:51:00
470,Customer_470,22.71,4,2025-01-03 11:21:00
471,Customer_471,11.5,5,2025-01-03 12:05:00
472,Customer_472,12.3,3,2025-01-03 20:33:00
473,Customer_473,5.19,6,2025-01-03 14:42:00
474,Customer_474,25.82,1,2025-01-03 14:06:00
475,Customer_475,7.23,2,2025-01-03 13:20:00
476,Customer_476,25.16,5,2025-01-03 13:00:00
477,Customer_477,40.44,2,2025-01-03 13:23:00
478,Customer_478,14.46,2,2025-01-03 16:42:00
479,Customer_479,27.93,4,2025-01-03 14:12:00
480,Customer_480,16.46,4,2025-01-03 14:26:00
481,Customer_481,6.13,4,2025-01-03 19:13:00
482,Customer_482,27.18,3,2025-01-03 16:51:00
483,Customer_483,26.57,1,2025-01-03 15:46:00
484,Customer_484,27.99,7,2025-01-03 19:06:00
485,Customer_485,21.64,2,2025-01-03 16:39:00
486,Customer_486,7.22,1,2025-01-03 20:49:00
487,Customer_487,11.17,6,2025-01-03 11:31:00
488,Customer_488,28.1,8,2025-01-03 13:14:00
489,Customer_489,6.15,2,2025-01-03 20:52:00
490,Customer_490,19.47,6,2025-01-03 16:15:00
491,Customer_491,7.23,1,2025-01-03 13:03:00
492,Customer_492,6.64,8,2025-01-03 12:03:00
493,Customer_493,24.0,8,2025-01-03 10:29:00
494,Customer_494,23.41,5,2025-01-03 10:22:00
495,Customer_495,17.02,6,2025-01-03 10:45:00
496,Customer_496,4.52,8,2025-01-04 16:53:00
497,Customer_497,32.42,5,2025-01-04 16:11:00
498,Customer_498,27.1,4,2025-01-04 12:51:00
499,Customer_499,27.52,4,2025-01-04 14:15:00
500,Customer_500,12.26,6,2025-01-04 14:05:00
501,Customer_501,6.83,7,2025-01-04 12:15:00
502,Customer_502,34.78,1,2025-01-04 17:21:00
503,Customer_503,11.36,7,2025-01-04 21:52:00
504,Customer_504,10.38,2,2025-01-04 21:08:00
505,Customer_505,6.64,1,2025-01-04 19:36:00
506,Customer_506,22.09,6,2025-01-04 20:26:00
507,Customer_507,16.65,2,2025-01-04 17:22:00
508,Customer_508,5.42,7,2025-01-04 13:03:00
509,Customer_509,18.98,7,2025-01-04 16:19:00
510,Customer_510,26.27,8,2025-01-04 13:52:00
511,Customer_511,29.81,1,2025-01-04 19:08:00
512,Customer_512,13.36,5,2025-01-04 17:21:00
513,Customer_513,25.63,7,2025-01-04 16:19:00
514,Customer_514,14.44,3,2025-01-04 21:48:00
515,Customer_515,27.59,7,2025-01-04 19:17:00
516,Customer_516,5.24,7,2025-01-04 14:42:00
